0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.4766582652722987,-0.5029091052604245,-0.5109513447804734,-0.5149322556619214,-0.5171631161705269,-0.5184805689448957,-0.5192780301401788,-0.5197667596628087,-0.5200682600982834,-0.5202549400834278,-0.5203707707868581,-0.5204427307722321,-0.5204874695582565,-0.5205152971537921,-0.5205326108147661,-0.5205433848213159,-0.5205500900260214,-0.5205542632882454,-0.5205568607981358,-0.5205584775742079,-0.5205594839251475,-0.520560110327449,-0.5205605002334431,-0.520560742932532,-0.5205608940022496,-0.5205609880367744,-0.5205610465693525,-0.5205610830034674,-0.5205611056822088,-0.5205611197987978,-0.5205611285857983,-0.520561134055348,-0.5205611374599198,-0.5205611395791273,-0.5205611408982477,-0.5205611417193465,-0.5205611422304471,-0.5205611425485865,-0.5205611427466152,-0.5205611428698801,-0.5205611429466075,-0.5205611429943671,-0.5205611430240955,-0.5205611430426003,-0.5205611430541188,-0.5205611430612885,-0.5205611430657514,-0.5205611430685294,-0.5205611430702586,-0.5205611430713349,-0.5205611430720049,-0.5205611430724219,-0.5205611430726814,-0.5205611430728431,-0.5205611430729437,-0.5205611430730063,-0.5205611430730452,-0.5205611430730694,-0.5205611430730845,-0.520561143073094,-0.5205611430730999,-0.5205611430731034,-0.5205611430731057,-0.5205611430731072,-0.5205611430731081,-0.5205611430731086,-0.520561143073109,-0.5205611430731092,-0.5205611430731093,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094
-0.47380723127112595,-0.5018884726326573,-0.5104125049393728,-0.5146231116860136,-0.516979288111139,-0.5183691938594275,-0.5192098286677937,-0.5197247306258039,-0.5200422600992638,-0.5202388180267195,-0.5203607592904933,-0.5204365082198542,-0.5204835998274207,-0.5205128897790862,-0.5205311128543221,-0.5205424526080262,-0.5205495098410127,-0.5205539021776053,-0.5205566360334315,-0.5205583376719629,-0.5205593968434884,-0.5205600561233547,-0.5205604664938688,-0.5205607219311237,-0.5205608809297675,-0.5205609798997017,-0.5205610415043618,-0.520561079850719,-0.5205611037197521,-0.5205611185772485,-0.5205611278254336,-0.5205611335820519,-0.5205611371653124,-0.5205611393957461,-0.5205611407841003,-0.5205611416482944,-0.52056114218622,-0.5205611425210569,-0.5205611427294793,-0.5205611428592136,-0.520561142939968,-0.5205611429902344,-0.5205611430215231,-0.5205611430409991,-0.5205611430531221,-0.5205611430606681,-0.5205611430653652,-0.520561143068289,-0.5205611430701089,-0.5205611430712418,-0.520561143071947,-0.5205611430723859,-0.5205611430726591,-0.5205611430728292,-0.520561143072935,-0.5205611430730008,-0.5205611430730419,-0.5205611430730674,-0.5205611430730833,-0.5205611430730932,-0.5205611430730994,-0.5205611430731032,-0.5205611430731055,-0.520561143073107,-0.5205611430731079,-0.5205611430731085,-0.520561143073109,-0.5205611430731092,-0.5205611430731093,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094
-0.4768494279785596,-0.5029789870254351,-0.5109884274831688,-0.5149535826350563,-0.5171758148436181,-0.5184882685699729,-0.5192827472414597,-0.5197696673802976,-0.5200700591781766,-0.5202560557730653,-0.5203714636545507,-0.5204431614351391,-0.5204877373890996,-0.5205154637750131,-0.5205327144938587,-0.5205434493434553,-0.5205501301830533,-0.5205542882822822,-0.5205568763551004,-0.5205584872574731,-0.5205594899524653,-0.5205601140791623,-0.5205605025687139,-0.520560744386136,-0.5205608949070561,-0.5205609885999787,-0.520561046919924,-0.5205610832216837,-0.5205611058180394,-0.5205611198833467,-0.5205611286384265,-0.5205611340881069,-0.520561137480311,-0.5205611395918199,-0.5205611409061484,-0.5205611417242644,-0.5205611422335082,-0.5205611425504919,-0.5205611427478013,-0.5205611428706184,-0.520561142947067,-0.5205611429946532,-0.5205611430242737,-0.5205611430427112,-0.5205611430541878,-0.5205611430613315,-0.5205611430657782,-0.5205611430685461,-0.520561143070269,-0.5205611430713415,-0.520561143072009,-0.5205611430724244,-0.5205611430726831,-0.5205611430728441,-0.5205611430729443,-0.5205611430730067,-0.5205611430730455,-0.5205611430730697,-0.5205611430730848,-0.5205611430730941,-0.5205611430730999,-0.5205611430731034,-0.5205611430731057,-0.5205611430731072,-0.5205611430731081,-0.5205611430731086,-0.520561143073109,-0.5205611430731092,-0.5205611430731093,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094
-0.48817003058032293,-0.5074437677786969,-0.5134076515838709,-0.5163593066226649,-0.5180176213063987,-0.5190003928228981,-0.5195971251488403,-0.5199636930903211,-0.5201901979285551,-0.5203305936510902,-0.5204177665743969,-0.5204719468666367,-0.5205056411317983,-0.5205266027023344,-0.520539645923049,-0.5205477630629494,-0.5205528149829886,-0.5205559593390225,-0.520557916472685,-0.520559134670053,-0.5205598929333703,-0.5205603649156375,-0.5205606587031533,-0.5205608415730619,-0.5205609554018052,-0.5205610262554378,-0.5205610703588918,-0.5205610978114786,-0.5205611148995899,-0.5205611255362412,-0.5205611321571229,-0.520561136278352,-0.5205611388436494,-0.5205611404404427,-0.5205611414343815,-0.5205611420530679,-0.5205611424381751,-0.5205611426778887,-0.5205611428271006,-0.520561142919979,-0.520561142977792,-0.5205611430137782,-0.5205611430361783,-0.5205611430501214,-0.5205611430588003,-0.5205611430642026,-0.5205611430675653,-0.5205611430696584,-0.5205611430709614,-0.5205611430717724,-0.5205611430722772,-0.5205611430725914,-0.520561143072787,-0.5205611430729088,-0.5205611430729846,-0.5205611430730318,-0.5205611430730612,-0.5205611430730794,-0.5205611430730908,-0.5205611430730979,-0.5205611430731023,-0.5205611430731051,-0.5205611430731067,-0.5205611430731077,-0.5205611430731084,-0.5205611430731089,-0.5205611430731091,-0.5205611430731093,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094
-0.4768398566685445,-0.5029754837867109,-0.5109865679164887,-0.5149525130037336,-0.5171751779034572,-0.5184878823538361,-0.5192825106231692,-0.5197695215214518,-0.520069968930593,-0.5202559998061527,-0.5203714288977329,-0.5204431398314338,-0.5204877239536551,-0.5205154554166318,-0.5205327092929011,-0.5205434461067657,-0.5205501281686149,-0.5205542870284805,-0.5205568755747003,-0.5205584867717215,-0.5205594896501106,-0.5205601138909612,-0.5205605024515674,-0.5205607443132174,-0.5205608948616675,-0.5205609885717262,-0.5205610469023378,-0.520561083210737,-0.5205611058112256,-0.5205611198791055,-0.5205611286357865,-0.5205611340864635,-0.520561137479288,-0.5205611395911832,-0.520561140905752,-0.5205611417240177,-0.5205611422333547,-0.5205611425503963,-0.5205611427477418,-0.5205611428705814,-0.520561142947044,-0.5205611429946388,-0.5205611430242647,-0.5205611430427056,-0.5205611430541843,-0.5205611430613293,-0.5205611430657768,-0.5205611430685453,-0.5205611430702685,-0.5205611430713412,-0.5205611430720088,-0.5205611430724244,-0.5205611430726831,-0.5205611430728441,-0.5205611430729443,-0.5205611430730067,-0.5205611430730455,-0.5205611430730697,-0.5205611430730848,-0.5205611430730941,-0.5205611430730999,-0.5205611430731034,-0.5205611430731057,-0.5205611430731072,-0.5205611430731081,-0.5205611430731086,-0.520561143073109,-0.5205611430731092,-0.5205611430731093,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094
-0.4735131158715931,-0.4919219393605372,-0.5054236063862524,-0.5118281221689516,-0.5153381481838486,-0.5173820228686654,-0.5186078973323639,-0.5193547446831788,-0.5198137389001198,-0.5200972537798283,-0.5202729030640488,-0.5203819222231358,-0.5204496612539863,-0.5204917794761007,-0.5205179783848605,-0.5205342791943738,-0.520544423098454,-0.5205507362261783,-0.5205546654887269,-0.5205571111388927,-0.5205586333962419,-0.5205595809161279,-0.5205601706996547,-0.5205605378124012,-0.5205607663237948,-0.5205609085623165,-0.5205609970998074,-0.5205610522107156,-0.5205610865149839,-0.520561107867984,-0.5205611211593535,-0.5205611294326887,-0.5205611345825027,-0.5205611377880522,-0.5205611397833764,-0.5205611410253844,-0.5205611417984839,-0.520561142279707,-0.5205611425792487,-0.5205611427657012,-0.5205611428817604,-0.5205611429540025,-0.5205611429989703,-0.5205611430269608,-0.5205611430443837,-0.5205611430552289,-0.5205611430619796,-0.5205611430661816,-0.5205611430687971,-0.5205611430704252,-0.5205611430714387,-0.5205611430720696,-0.5205611430724623,-0.5205611430727066,-0.5205611430728587,-0.5205611430729534,-0.5205611430730124,-0.520561143073049,-0.5205611430730719,-0.5205611430730861,-0.520561143073095,-0.5205611430731004,-0.5205611430731039,-0.5205611430731061,-0.5205611430731074,-0.5205611430731082,-0.5205611430731086,-0.520561143073109,-0.5205611430731092,-0.5205611430731093,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094
-0.4757604000582598,-0.502583317226132,-0.5107787849119345,-0.5148331009407647,-0.517104105317834,-0.5184447987801282,-0.5192561195741981,-0.5197532549203006,-0.5200599048877657,-0.5202497588446846,-0.5203675532009155,-0.5204407308602306,-0.5204862258170683,-0.5205145234098512,-0.5205321293587774,-0.5205430851996563,-0.5205499035489431,-0.5205541472236175,-0.5205567885564097,-0.5205584326081376,-0.5205594559361655,-0.5205600929056662,-0.5205604893891771,-0.5205607361824504,-0.5205608898006111,-0.5205609854214303,-0.5205610449414091,-0.5205610819901395,-0.5205611050514536,-0.5205611194061784,-0.5205611283414088,-0.5205611339032254,-0.5205611373652298,-0.5205611395201866,-0.5205611408615595,-0.5205611416965096,-0.5205611422162321,-0.5205611425397382,-0.5205611427411075,-0.5205611428664517,-0.5205611429444734,-0.5205611429930388,-0.5205611430232688,-0.5205611430420857,-0.5205611430537984,-0.5205611430610891,-0.5205611430656273,-0.5205611430684521,-0.5205611430702105,-0.520561143071305,-0.5205611430719863,-0.5205611430724104,-0.5205611430726743,-0.5205611430728386,-0.5205611430729409,-0.5205611430730046,-0.5205611430730442,-0.5205611430730689,-0.5205611430730842,-0.5205611430730938,-0.5205611430730996,-0.5205611430731034,-0.5205611430731057,-0.5205611430731072,-0.5205611430731081,-0.5205611430731086,-0.520561143073109,-0.5205611430731092,-0.5205611430731093,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094
0.7708806439721018,-0.5124727850207014,-0.5162496782457728,-0.5180467093592476,-0.5190405538392714,-0.5196272302596938,-0.5199836091231915,-0.5202028594893445,-0.5203385313287067,-0.5204227180912497,-0.5204750303756962,-0.5205075603635447,-0.520527797133901,-0.5205403892860947,-0.5205482257191849,-0.5205531029431969,-0.5205561385724711,-0.5205580280341727,-0.5205592041109398,-0.5205599361568689,-0.5205603918202615,-0.5205606754500917,-0.5205608519973128,-0.520560961890463,-0.5205610302943576,-0.5205610728729528,-0.5205610993763785,-0.520561115873676,-0.5205611261425701,-0.520561132534538,-0.5205611365132776,-0.520561138989881,-0.5205611405314658,-0.5205611414910397,-0.5205611420883355,-0.5205611424601277,-0.5205611426915533,-0.5205611428356063,-0.5205611429252734,-0.5205611429810876,-0.5205611430158297,-0.5205611430374552,-0.5205611430509162,-0.520561143059295,-0.5205611430645106,-0.5205611430677571,-0.5205611430697779,-0.5205611430710357,-0.5205611430718187,-0.520561143072306,-0.5205611430726094,-0.5205611430727982,-0.5205611430729158,-0.5205611430729888,-0.5205611430730344,-0.5205611430730628,-0.5205611430730804,-0.5205611430730914,-0.5205611430730983,-0.5205611430731025,-0.5205611430731051,-0.5205611430731067,-0.5205611430731077,-0.5205611430731084,-0.5205611430731089,-0.5205611430731091,-0.5205611430731093,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094
-0.4767427054243743,-0.5029399508746589,-0.5109677099991466,-0.5149416667904501,-0.5171687195495663,-0.5184839663641935,-0.5192801115018438,-0.5197680426436603,-0.5200690539067525,-0.5202554323575656,-0.5203710764991538,-0.5204429207922815,-0.5204875877323154,-0.5205153706714445,-0.5205326565606847,-0.5205434132901597,-0.5205501077443444,-0.5205542743162611,-0.5205568676622707,-0.5205584818467147,-0.5205594865845558,-0.5205601119828018,-0.520560501263825,-0.5205607435738997,-0.5205608944014737,-0.5205609882852746,-0.5205610467240337,-0.52056108309975,-0.5205611057421408,-0.5205611198361029,-0.5205611286090192,-0.520561134069802,-0.520561137468917,-0.5205611395847276,-0.5205611409017337,-0.5205611417215164,-0.5205611422317977,-0.5205611425494272,-0.5205611427471385,-0.5205611428702058,-0.5205611429468102,-0.5205611429944934,-0.5205611430241741,-0.5205611430426492,-0.5205611430541492,-0.5205611430613075,-0.5205611430657633,-0.5205611430685367,-0.5205611430702632,-0.5205611430713377,-0.5205611430720066,-0.5205611430724231,-0.5205611430726822,-0.5205611430728435,-0.520561143072944,-0.5205611430730065,-0.5205611430730454,-0.5205611430730696,-0.5205611430730847,-0.520561143073094,-0.5205611430730999,-0.5205611430731034,-0.5205611430731057,-0.5205611430731072,-0.5205611430731081,-0.5205611430731086,-0.520561143073109,-0.5205611430731092,-0.5205611430731093,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094
-0.47685054676321426,-0.5029793965467244,-0.5109886448665972,-0.5149537076761012,-0.5171758893029615,-0.518488313719395,-0.519282774902647,-0.5197696844315277,-0.5200700697283305,-0.520256062315731,-0.5203714677177065,-0.5204431639606646,-0.5204877389597355,-0.5205154647521282,-0.5205327151018633,-0.5205434497218322,-0.520550130418546,-0.5205542884288548,-0.5205568764463312,-0.5205584873142588,-0.5205594899878113,-0.5205601141011635,-0.5205605025824087,-0.5205607443946604,-0.5205608949123623,-0.5205609886032815,-0.5205610469219798,-0.5205610832229634,-0.520561105818836,-0.5205611198838426,-0.5205611286387352,-0.5205611340882991,-0.5205611374804306,-0.5205611395918944,-0.5205611409061948,-0.5205611417242932,-0.5205611422335263,-0.5205611425505032,-0.5205611427478084,-0.5205611428706228,-0.5205611429470698,-0.520561142994655,-0.5205611430242747,-0.5205611430427118,-0.5205611430541882,-0.5205611430613317,-0.5205611430657784,-0.5205611430685462,-0.520561143070269,-0.5205611430713415,-0.520561143072009,-0.5205611430724244,-0.5205611430726831,-0.5205611430728441,-0.5205611430729443,-0.5205611430730067,-0.5205611430730455,-0.5205611430730697,-0.5205611430730848,-0.5205611430730941,-0.5205611430730999,-0.5205611430731034,-0.5205611430731057,-0.5205611430731072,-0.5205611430731081,-0.5205611430731086,-0.520561143073109,-0.5205611430731092,-0.5205611430731093,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094,-0.5205611430731094
