0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-0.05201938398499087,-0.0785642931284249,-0.0894440407748548,-0.09508688288453113,-0.09828020905224191,-0.10016434574627617,-0.10130101020265522,-0.10199540193549195,-0.1024227387336537,-0.10268688784386504,-0.10285060360606253,-0.10295223890299182,-0.1030153983138529,-0.10305467216500497,-0.10307910295609027,-0.04347023094439043,-0.07473258307139621,-0.08739808840569238,-0.09392449870900299,-0.041867692374492754,-0.07421466686855563,-0.08714825619858427,-0.09378806988802085,-0.09751784811343323,-0.09970687194626804,-0.10102270209654542,-0.1018246312678219,-0.1023173882822041,-0.10262167679563063,-0.10281015353198103,-0.10292711497605515,-0.10299978082492232,-0.04345788747951518,-0.07472854565560783,-0.08739613563270066,-0.09392343114402966,-0.09759611824598266,-0.0425539945915852,-0.07443492648346943,-0.08725434042142312,-0.09384596302147664,-0.09755131288292218,-0.09972681536230915,-0.10103479518326555,-0.043143626500753894,-0.0746260065104993,-0.03725393993979767,-0.07279363775227415,-0.0864696980997764,-0.09341907291216944
-0.0791677653940293,-0.09026314946060723,-0.09564869612757104,-0.09863278224433161,-0.10038158133782367,-0.10143464304221007,-0.10207780182486251,-0.10247368752199648,-0.10271845958431308,-0.10287019851681174,-0.10205824114436055,-0.10246150518336156,-0.0433734241762195,-0.07470093875201661,-0.08738278522818443,-0.09391613309183436,-0.0975918960202389,-0.09975100818547297,-0.10104946752186167,-0.10184102859481561,-0.04327454616124015,-0.025921171985376863,-0.06973726967601089,-0.08504464427674001,-0.09265152856800336,-0.09686416839586481,-0.09931838642282174,-0.10078751370380706,-0.10168069349396527,-0.1022287197647333,-0.10256683749023307,-0.10277615376849433,-0.10290600366487113,-0.10298666002226475,-0.10303679971129681,-0.10306798426018646,-0.10308738555744101,-0.1030994582757323,-0.103106971580219,-0.10092621826204717,-0.10176555044610966,-0.10228098148693252,-0.10259915559973584,-0.04339514049596479,-0.07470803337121953,-0.08738621573985181,-0.09391800830988879,-0.09759298088673406,-0.09975165501503987,-0.10104985984590847
-0.13366379669772172,-0.03306671722657259,-0.07181980863054427,-0.08605077056124263,-0.0932009029434333,-0.09718128127482856,-0.09950704223475454,-0.10090174298396123,-0.10175059608663874,-0.04325993551640549,-0.07466390269484902,-0.03726470853973016,-0.07279683418981459,-0.08647121308325006,-0.09341989423285296,-0.09730540646616664,-0.09958039195242493,-0.10094605248997027,-0.10177769211853824,-0.1022884620848675,-0.10150776914076803,-0.10212232438067013,-0.1025010834836699,-0.10273540568331033,-0.1028807093173077,-0.10297094219882075,-0.10302702639162638,-0.1030619047835479,-0.10308360288540028,-0.04347093040786002,-0.07473281188025659,-0.08739819907578666,-0.09392455921197271,-0.09759677090312098,-0.09975391477971249,-0.10105123048543299,-0.1018421087598709,-0.09804369982835394,-0.10002087447051089,-0.101213323292937,-0.10194148564105238,-0.10238944484353878,-0.04336202514842098,-0.025959630898399942,-0.06974661673983883,-0.03580910772837316,-0.022497121817782677,-0.015698718816747587,-0.06749326065945878,-0.08402829299653503
-0.0734978949290264,-0.026849134329515394,-0.01727463363943759,-0.06786871470792961,-0.08420676507481104,-0.09220704977780814,-0.0966107097402783,-0.09916841703891739,-0.10069694112593991,-0.10162533836105546,-0.10219464749856336,-0.043331094541270744,-0.0746871165678574,-0.087376102422966,-0.0939124802430624,-0.0975897827935732,-0.09974974823336619,-0.1010487033239581,-0.10184056037652642,-0.10072597582206419,-0.10164307492283593,-0.10220556211231505,-0.04333283543403624,-0.07468768470363674,-0.08737637705931903,-0.04049474219775288,-0.07378095732797643,-0.037011945288596367,-0.0727219583603386,-0.08643573911421747,-0.09340066578404899,-0.09729432947886094,-0.09957380305183694,-0.042899321428808486,-0.07454662827570187,-0.08730823270739618,-0.09387539477171314,-0.0975683319486713,-0.099736959976448,-0.10104094729759688,-0.10183580847397843,-0.1023242777565352,-0.04335169681371958,-0.07469384276622132,-0.08737935429352625,-0.09391425769729542,-0.0975908110679459,-0.09975036131021821,-0.10104907517205311,-0.10184078820469036
-0.08954485557435793,-0.09571072333459453,-0.09876733838812761,-0.10048531247605973,-0.10150334178088524,-0.10212134576528716,-0.10250090264320476,-0.10273539692778379,-0.10288072910566,-0.10297096066036784,-0.10302703937885793,-0.10306191323114929,-0.10308360823179569,-0.10309710766743954,-0.10310550866040237,-0.1031107372201048,-0.10311399150881287,-0.10311601706399191,-0.04347596621225439,-0.07473445927043487,-0.037284748830535105,-0.07280278375086524,-0.08647403298562481,-0.09342142300287279,-0.09730628722439336,-0.09958091587681842,-0.04290053297370456,-0.07454702120085609,-0.08730842239083614,-0.09387549838721326,-0.09756839187229416,-0.09973699569778288,-0.1010409689613592,-0.10183582174636888,-0.10232428593780263,-0.043351698111495314,-0.07469384318999303,-0.08737935449841341,-0.09391425780928764,-0.09759081113273504,-0.09975036134884692,-0.04292933080089366,-0.025769026557309616,-0.06970035966413492,-0.03579485825370375,-0.07236574392269537,-0.08626736123047436,-0.09330948223869781,-0.09724182553152831,-0.09954258024521312
-0.058427454676813304,-0.08099162171080652,-0.09067557593550099,-0.09577578391302692,-0.09868373644255055,-0.10040664877091335,-0.101448588936007,-0.04321011216573057,-0.0746477042370707,-0.08735706077410235,-0.09390207499308911,-0.09758376396488858,-0.09974615988836523,-0.10104652695164565,-0.10183922695027953,-0.10232638497690441,-0.10262724310230362,-0.10281360537235355,-0.10057763091569336,-0.04306816109143318,-0.07460145542034603,-0.08733470783560879,-0.09388985865154997,-0.04186093479579213,-0.07421250958993829,-0.08714721838699044,-0.0937875037988006,-0.0975175209691864,-0.09970667701028563,-0.10102258390257435,-0.10182455886606442,-0.04327189934637336,-0.07466780159537822,-0.08736676548594277,-0.09390737698960522,-0.0975868305916329,-0.0997479881008892,-0.04292892831047947,-0.0745562323682282,-0.08731286927624096,-0.09387792757069655,-0.0975697967491545,-0.09973783317004714,-0.10104147686125342,-0.10183613291390287,-0.043273759506931006,-0.07466840828543642,-0.08736705873298134,-0.0404926500892542,-0.07378030346908085
-0.06540968326759145,-0.08387109518782442,-0.09217456323534542,-0.09662428704809409,-0.09918389258017765,-0.1007080522377227,-0.10163255259576473,-0.1021991902559399,-0.04333156255152339,-0.07468728015105999,-0.08737618353740803,-0.09391252501568723,-0.09758980879417446,-0.09974976375868047,-0.10104871274603514,-0.1018405661506866,-0.1023272105015725,-0.1026277538779887,-0.04339964205743683,-0.025976156790703826,-0.06975063531093705,-0.03581034515571106,-0.07143069580352479,-0.08582841147289609,-0.09307243048483999,-0.09710551864690553,-0.09946158359662721,-0.10087412140107808,-0.10173366783526172,-0.10226134162699513,-0.1025870090027293,-0.10278865823683764,-0.10291376737241689,-0.10299148496793946,-0.10303980008852007,-0.10306985072975683,-0.10308854691632238,-0.10310018100305232,-0.1031074213822168,-0.10311192769442304,-0.10311473248543829,-0.1031164782743329,-0.10311756492614157,-0.10311824131077466,-0.10311866232808072,-0.10311892439244136,-0.10311908751615444,-0.10311918905376305,-0.10311925225669089,-0.10311929159790273
-0.037514895143075946,-0.777314611798257,-0.005194805557440937,-0.06573434260320074,-0.08325977001736377,-0.09170649410057718,-0.09632589071972315,-0.042322223356702,-0.025499830928823207,-0.06963532964389352,-0.035774795387076105,-0.07235993252842568,-0.08626461967487437,-0.09330799875739389,-0.09724097167491498,-0.09954207258832098,-0.10092284515259117,-0.1017634857571697,-0.1022797094820552,-0.10259836885215931,-0.043395016607818415,-0.07470799289074712,-0.08738619616528254,-0.09391799760968311,-0.041866424546100754,-0.07421426211199908,-0.08714806147877144,-0.09378796367490169,-0.09751778673251199,-0.09970683537107809,-0.10102267992019001,-0.1018246176833075,-0.043271908800812386,-0.07466780467889388,-0.08736676697637266,-0.09390737780418842,-0.041864353094838685,-0.07421360081430145,-0.08714774334421532,-0.09378779014358612,-0.09751768644829467,-0.09970677561453097,-0.10102264368847315,-0.10182459548894061,-0.10231736622954676,-0.10262166315199445,-0.10281014507131614,-0.10292710972193816,-0.10299977755919726,-0.10304495706594513
-0.03411751065122044,-0.07285911027412337,-0.03564632062264536,-0.07237662096830985,-0.08628226266792297,-0.09331962325709514,-0.04174480981186941,-0.0741756579525708,-0.0871295281302005,-0.09377786261338043,-0.09751195122823042,-0.04253891871437547,-0.055394185283749425,-0.030882391654324826,-0.07100023462561111,-0.08562781359913038,-0.09296441563095703,-0.09704349957265715,-0.09942475995106213,-0.10085184060830389,-0.10172003620144396,-0.04325507492443617,-0.07466231509443164,-0.08736411363884694,-0.09390592765989685,-0.09758599218638223,-0.09974748824295926,-0.10104733259221918,-0.04314568353523649,-0.07462667611529025,-0.08734689156076175,-0.09389651601768334,-0.09758054800655261,-0.09974424250018327,-0.10104536402354028,-0.10183851444471301,-0.10232594576793543,-0.10262697135202195,-0.10281343684806493,-0.10292915395788055,-0.10300104817499257,-0.10304574726211843,-0.10307355046250222,-0.10309084902073143,-0.10310161364849893,-0.10310831302144383,-0.1031124826554301,-0.10311507790744222,-0.10311669327825573,-0.1031176987545397
-0.09845783765637194,-0.10081212379841598,-0.10181755378456445,-0.10234209834777713,-0.10264401732446546,-0.10282572766767759,-0.10293720719927982,-0.10300615666753189,-0.10304894944889811,-0.10307554876306568,-0.10309209396728469,-0.1031023887828407,-0.0434738485516562,-0.0747337665327943,-0.08739866083209276,-0.04049974362664916,-0.07378252054096845,-0.08694082809842214,-0.09367503065879831,-0.0974525532805591,-0.09852584252788932,-0.10030993919943086,-0.10138921970955586,-0.10204946599331895,-0.10245608666582165,-0.10270753266867966,-0.10286341166258017,-0.10296019522657454,-0.10302034460872256,-0.10305774865049283,-0.10308101702458758,-0.04347052848314776,-0.07473268040180518,-0.08739813548229537,-0.09392452444560329,-0.09759675078853203,-0.09975390278638026,-0.10105122321092327,-0.10184210430275979,-0.10232815867750636,-0.10262834054568212,-0.1028142859483413,-0.1029296812684079,-0.10300137593344257,-0.10304595109638438,-0.10307367727061092,-0.10309092792635674,-0.10310166275348344,-0.1031083435832102,-0.1031125016773026
