0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-0.6104572983311753,0.022286309282516348,-0.6165821586384665,0.018901077857824362,-0.6129516936429943,0.01515610434798828,-0.609087233630005,0.011164546790894132,-0.6049601936151419,0.006892796087256266,-0.6005335457974755,0.0022999710162062686,-0.5957620095360554,-0.002664254294507003,-0.590589446276151,-0.008062748446335245,-0.584945153906088,-0.013975383323506266,-0.5787384608882581,-0.02050563360310863,-0.5718506060119447,-0.02779065320942025,-0.5641221192919498,-0.036017236640864085,-0.5553324135662064,-0.04544822336298658,-0.5451651783406006,-0.05646850077412091,-0.5331462659196263,-0.06967032429022293,-0.518524254808205,-0.08602403122657218,-0.5000208319760083,-0.10725203331104932,-0.4752563092892821,-0.13673128876454838,-0.43931598905924046,-0.18170809228900087,-0.3819038387638128,-0.2534848517757938,-0.3064927738298714,-0.2993406489633564,-0.29827006452614624,-0.2980251940277422,-0.2979661447487338,-0.29795173644421913,-0.2979482107978997,-0.2979473474939491,-0.2979471360662508,-0.2979470842843545
-0.6196732943843607,0.02242275818098386,-0.6165841541499988,0.018901107855302645,-0.6129516941071351,0.01515610435538618,-0.6090872336301267,0.011164546790896224,-0.6049601936151419,0.006892796087256266,-0.6005335457974755,0.0022999710162062686,-0.5957620095360554,-0.002664254294507003,-0.590589446276151,-0.008062748446335245,-0.584945153906088,-0.013975383323506266,-0.5787384608882581,-0.02050563360310863,-0.5718506060119447,-0.02779065320942025,-0.5641221192919498,-0.036017236640864085,-0.5553324135662064,-0.04544822336298658,-0.5451651783406006,-0.05646850077412091,-0.5331462659196263,-0.06967032429022293,-0.518524254808205,-0.08602403122657218,-0.5000208319760083,-0.10725203331104932,-0.4752563092892821,-0.13673128876454838,-0.43931598905924046,-0.18170809228900087,-0.3819038387638128,-0.2534848517757938,-0.3064927738298714,-0.2993406489633564,-0.29827006452614624,-0.2980251940277422,-0.2979661447487338,-0.29795173644421913,-0.2979482107978997,-0.2979473474939491,-0.2979471360662508,-0.2979470842843545
-0.5819533430426213,0.021794262062015214,-0.6165749443205638,0.01890096940473358,-0.6129516919649347,0.015156104321241523,-0.6090872336295655,0.011164546790886656,-0.6049601936151418,0.006892796087256266,-0.6005335457974755,0.0022999710162062686,-0.5957620095360554,-0.002664254294507003,-0.590589446276151,-0.008062748446335245,-0.584945153906088,-0.013975383323506266,-0.5787384608882581,-0.02050563360310863,-0.5718506060119447,-0.02779065320942025,-0.5641221192919498,-0.036017236640864085,-0.5553324135662064,-0.04544822336298658,-0.5451651783406006,-0.05646850077412091,-0.5331462659196263,-0.06967032429022293,-0.518524254808205,-0.08602403122657218,-0.5000208319760083,-0.10725203331104932,-0.4752563092892821,-0.13673128876454838,-0.43931598905924046,-0.18170809228900087,-0.3819038387638128,-0.2534848517757938,-0.3064927738298714,-0.2993406489633564,-0.29827006452614624,-0.2980251940277422,-0.2979661447487338,-0.29795173644421913,-0.2979482107978997,-0.2979473474939491,-0.2979471360662508,-0.2979470842843545
-0.6216422242209666,0.02245061337140461,-0.6165845612505303,0.018901113974972093,-0.6129516942018227,0.015156104356895333,-0.6090872336301515,0.011164546790896557,-0.6049601936151419,0.006892796087256266,-0.6005335457974755,0.0022999710162062686,-0.5957620095360554,-0.002664254294507003,-0.590589446276151,-0.008062748446335245,-0.584945153906088,-0.013975383323506266,-0.5787384608882581,-0.02050563360310863,-0.5718506060119447,-0.02779065320942025,-0.5641221192919498,-0.036017236640864085,-0.5553324135662064,-0.04544822336298658,-0.5451651783406006,-0.05646850077412091,-0.5331462659196263,-0.06967032429022293,-0.518524254808205,-0.08602403122657218,-0.5000208319760083,-0.10725203331104932,-0.4752563092892821,-0.13673128876454838,-0.43931598905924046,-0.18170809228900087,-0.3819038387638128,-0.2534848517757938,-0.3064927738298714,-0.2993406489633564,-0.29827006452614624,-0.2980251940277422,-0.2979661447487338,-0.29795173644421913,-0.2979482107978997,-0.2979473474939491,-0.2979471360662508,-0.2979470842843545
-0.6215518106238515,0.022449343973555774,-0.616584542700416,0.01890111369612114,-0.6129516941975083,0.015156104356826586,-0.6090872336301504,0.011164546790896561,-0.6049601936151419,0.006892796087256266,-0.6005335457974755,0.0022999710162062686,-0.5957620095360554,-0.002664254294507003,-0.590589446276151,-0.008062748446335245,-0.584945153906088,-0.013975383323506266,-0.5787384608882581,-0.02050563360310863,-0.5718506060119447,-0.02779065320942025,-0.5641221192919498,-0.036017236640864085,-0.5553324135662064,-0.04544822336298658,-0.5451651783406006,-0.05646850077412091,-0.5331462659196263,-0.06967032429022293,-0.518524254808205,-0.08602403122657218,-0.5000208319760083,-0.10725203331104932,-0.4752563092892821,-0.13673128876454838,-0.43931598905924046,-0.18170809228900087,-0.3819038387638128,-0.2534848517757938,-0.3064927738298714,-0.2993406489633564,-0.29827006452614624,-0.2980251940277422,-0.2979661447487338,-0.29795173644421913,-0.2979482107978997,-0.2979473474939491,-0.2979471360662508,-0.2979470842843545
-0.6216395498371224,0.02245057583668123,-0.6165845607020262,0.018901113966726765,-0.6129516942016953,0.015156104356893338,-0.6090872336301515,0.011164546790896557,-0.6049601936151419,0.006892796087256266,-0.6005335457974755,0.0022999710162062686,-0.5957620095360554,-0.002664254294507003,-0.590589446276151,-0.008062748446335245,-0.584945153906088,-0.013975383323506266,-0.5787384608882581,-0.02050563360310863,-0.5718506060119447,-0.02779065320942025,-0.5641221192919498,-0.036017236640864085,-0.5553324135662064,-0.04544822336298658,-0.5451651783406006,-0.05646850077412091,-0.5331462659196263,-0.06967032429022293,-0.518524254808205,-0.08602403122657218,-0.5000208319760083,-0.10725203331104932,-0.4752563092892821,-0.13673128876454838,-0.43931598905924046,-0.18170809228900087,-0.3819038387638128,-0.2534848517757938,-0.3064927738298714,-0.2993406489633564,-0.29827006452614624,-0.2980251940277422,-0.2979661447487338,-0.29795173644421913,-0.2979482107978997,-0.2979473474939491,-0.2979471360662508,-0.2979470842843545
-0.6621203459697309,0.022934422835542076,-0.6165916174554608,0.01890122004297414,-0.6129516958429766,0.015156104383053745,-0.6090872336305814,0.01116454679090393,-0.6049601936151421,0.006892796087256264,-0.6005335457974755,0.0022999710162062686,-0.5957620095360554,-0.002664254294507003,-0.590589446276151,-0.008062748446335245,-0.584945153906088,-0.013975383323506266,-0.5787384608882581,-0.02050563360310863,-0.5718506060119447,-0.02779065320942025,-0.5641221192919498,-0.036017236640864085,-0.5553324135662064,-0.04544822336298658,-0.5451651783406006,-0.05646850077412091,-0.5331462659196263,-0.06967032429022293,-0.518524254808205,-0.08602403122657218,-0.5000208319760083,-0.10725203331104932,-0.4752563092892821,-0.13673128876454838,-0.43931598905924046,-0.18170809228900087,-0.3819038387638128,-0.2534848517757938,-0.3064927738298714,-0.2993406489633564,-0.29827006452614624,-0.2980251940277422,-0.2979661447487338,-0.29795173644421913,-0.2979482107978997,-0.2979473474939491,-0.2979471360662508,-0.2979470842843545
-0.6515357807372665,0.022822976169309814,-0.6165899944896744,0.018901195647287924,-0.6129516954655106,0.015156104377037327,-0.6090872336304826,0.01116454679090218,-0.6049601936151421,0.006892796087256264,-0.6005335457974755,0.0022999710162062686,-0.5957620095360554,-0.002664254294507003,-0.590589446276151,-0.008062748446335245,-0.584945153906088,-0.013975383323506266,-0.5787384608882581,-0.02050563360310863,-0.5718506060119447,-0.02779065320942025,-0.5641221192919498,-0.036017236640864085,-0.5553324135662064,-0.04544822336298658,-0.5451651783406006,-0.05646850077412091,-0.5331462659196263,-0.06967032429022293,-0.518524254808205,-0.08602403122657218,-0.5000208319760083,-0.10725203331104932,-0.4752563092892821,-0.13673128876454838,-0.43931598905924046,-0.18170809228900087,-0.3819038387638128,-0.2534848517757938,-0.3064927738298714,-0.2993406489633564,-0.29827006452614624,-0.2980251940277422,-0.2979661447487338,-0.29795173644421913,-0.2979482107978997,-0.2979473474939491,-0.2979471360662508,-0.2979470842843545
-0.6216518469667143,0.02245074841899278,-0.6165845632240123,0.018901114004638054,-0.6129516942022817,0.01515610435690269,-0.6090872336301517,0.011164546790896557,-0.6049601936151419,0.006892796087256266,-0.6005335457974755,0.0022999710162062686,-0.5957620095360554,-0.002664254294507003,-0.590589446276151,-0.008062748446335245,-0.584945153906088,-0.013975383323506266,-0.5787384608882581,-0.02050563360310863,-0.5718506060119447,-0.02779065320942025,-0.5641221192919498,-0.036017236640864085,-0.5553324135662064,-0.04544822336298658,-0.5451651783406006,-0.05646850077412091,-0.5331462659196263,-0.06967032429022293,-0.518524254808205,-0.08602403122657218,-0.5000208319760083,-0.10725203331104932,-0.4752563092892821,-0.13673128876454838,-0.43931598905924046,-0.18170809228900087,-0.3819038387638128,-0.2534848517757938,-0.3064927738298714,-0.2993406489633564,-0.29827006452614624,-0.2980251940277422,-0.2979661447487338,-0.29795173644421913,-0.2979482107978997,-0.2979473474939491,-0.2979471360662508,-0.2979470842843545
-0.6206854830519938,0.02243713352192162,-0.6165843642554754,0.018901111013680073,-0.6129516941560036,0.015156104356165111,-0.6090872336301395,0.011164546790896459,-0.6049601936151419,0.006892796087256266,-0.6005335457974755,0.0022999710162062686,-0.5957620095360554,-0.002664254294507003,-0.590589446276151,-0.008062748446335245,-0.584945153906088,-0.013975383323506266,-0.5787384608882581,-0.02050563360310863,-0.5718506060119447,-0.02779065320942025,-0.5641221192919498,-0.036017236640864085,-0.5553324135662064,-0.04544822336298658,-0.5451651783406006,-0.05646850077412091,-0.5331462659196263,-0.06967032429022293,-0.518524254808205,-0.08602403122657218,-0.5000208319760083,-0.10725203331104932,-0.4752563092892821,-0.13673128876454838,-0.43931598905924046,-0.18170809228900087,-0.3819038387638128,-0.2534848517757938,-0.3064927738298714,-0.2993406489633564,-0.29827006452614624,-0.2980251940277422,-0.2979661447487338,-0.29795173644421913,-0.2979482107978997,-0.2979473474939491,-0.2979471360662508,-0.2979470842843545
