0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-0.19045724468730352,-0.20569218730612465,-0.11282960367639647,-0.11282960367639647,-0.1937042674217273,-0.2217896976683578,-0.20875772000201157,-0.22366181330027907,-0.22995971173518326,-0.2249044908304121,-0.22287920729619096,-0.22047037540134362,-0.22362204895157844,-0.2229327034479884,-0.22260136486199633,-0.22256091985337914,-0.2223757896359084,-0.22221069988036263,-0.22213574765129723,-0.22208906920469557,-0.22206119478805722,-0.22211951601418783,-0.22208035518412494,-0.22205463046782714,-0.2220386245156162,-0.22202866403060695,-0.2220224650398007,-0.22201860680754454,-0.2220162053650464,-0.22201471062293154
-0.30365904362730933,-0.2678414215434326,-0.20430916599969123,-0.22312662370333156,-0.21397988987978844,-0.22826310188480214,-0.21176043645118459,-0.22378414912078154,-0.21929107903516915,-0.2197460462603133,-0.22149428374270508,-0.22286100792066324,-0.2228521965587329,-0.22260800678946702,-0.2223641457162509,-0.2222354088188839,-0.22215211691243397,-0.22209952783172202,-0.2220666221542233,-0.2220460703082698,-0.22203330155323373,-0.22202535224737008,-0.22202040405042728,-0.2220173240711108,-0.22201540696213298,-0.22201421366636775,-0.22201347090009033,-0.2220130085632313,-0.2220127207793436,-0.2220125416463759
1.0628953565678683,1.0209570770432503,1.3977360737225186,1.3977360737225186,1.3937949078949547,1.3830160647260334,1.3830160647260334,-0.23831711316505394,-0.23272394108059868,-0.22774730078301822,-0.2296931801157865,-0.22882207884798303,-0.22909799202830128,-0.22826021661586532,-0.22582830893723962,-0.224348609569741,-0.2234547798029003,-0.2229055340009819,-0.22256646948456305,-0.22235652126383376,-0.22222626869513407,-0.22214535981659317,-0.22209506263813847,-0.22206378004266408,-0.2220443177342693,-0.22203220705244614,-0.22202467012389945,-0.22201997926538108,-0.22201705961877682,-0.22201524234355083
-0.20746390750117832,-0.07237437080682285,-0.24849427246287695,-0.2280271612652973,-0.2301922474765186,-0.23792967938962062,0.5803500751754993,-0.23717608526143283,-0.23782529072256361,-0.2305595491827571,-0.2261829535835594,-0.22467943350905972,-0.22333204315765837,-0.2227544568737562,-0.22249107116849645,-0.22231417372274587,-0.22220104867552465,-0.22212994821866658,-0.22208554297551916,-0.2220578736831446,-0.22204064647061908,-0.22202992330613974,-0.2220232490179405,-0.22201909481958354,-0.22201650913141371,-0.22201489970269317,-0.222013897922353,-0.222013274364337,-0.22201288622860377,-0.22201264463137843
0.7055283608620053,0.6682063938729115,-0.16602003083306163,-0.21042154762299703,-0.20698856271569577,-0.2094853221132912,-0.21388338685603314,-0.21472951730782208,-0.21455220604294428,-0.21687628382802634,-0.21796472178301965,-0.2207528801401843,-0.22155021390701674,-0.22179956918099178,-0.2218979865199666,-0.22194555313290257,-0.22197181899988283,-0.22198734921439683,-0.2219968148385532,-0.222002657201081,-0.22200628156319366,-0.22200853452772656,-0.22200993613991798,-0.22201080839146745,-0.22201135128199118,-0.2220116891957779,-0.22201189952964057,-0.22201203045283885,-0.2220121119468778,-0.22201216267349788
-0.031922370514662166,-0.03245955097334024,-0.13013688938581797,-0.17292472632613426,-0.19269600185447064,1.3696842341657083,-0.19269515729020043,-0.2005859729935912,-0.21108026301776311,-0.21484200430173278,-0.21673553453556105,-0.22003275533846922,-0.22111027719216308,-0.221527544380376,-0.2217291691732764,-0.22184063813193924,-0.2219065738512494,-0.22194675938119113,-0.22197155797299084,-0.2219869391655511,-0.22199649901510737,-0.22200244578865896,-0.22200614634083451,-0.22200844947056997,-0.22200988297868665,-0.22201077524792823,-0.22201133063862943,-0.22201167634300836,-0.2220118915285635,-0.22201202547231477
0.6396696082260138,0.6387034467923531,0.5621451584632169,0.5794584441830806,0.5803775770827238,0.5805898685396269,0.5805898685396269,0.5804992016237838,-0.23850440583671007,-0.22996842593269617,-0.22773200165561747,-0.2242250352752399,-0.223696718474172,-0.2229785332658294,-0.22262969878778782,-0.22239126298456857,-0.22224891120004536,-0.22215969297591312,-0.22262270651388516,-0.2223913406251036,-0.22224788310290586,-0.22215878915672194,-0.22210341302818576,-0.22206897429235206,-0.22204807813911664,-0.2220345471446074,-0.22202713574692534,-0.22202151385717547,-0.22201801477844813,-0.22202035685067112
0.23363066109920647,-0.005966212298512269,-0.12640744854152305,-0.06714649688226436,-0.1613786999968154,-0.21050965099189164,-0.20302377393451768,-0.2189561746248832,-0.2211938936307671,-0.22092592910549813,-0.22046305319206577,-0.22223891668828594,-0.22246581446994812,-0.22236831942336394,-0.22225162745551263,-0.22216552105276105,-0.22210867553144362,-0.22207251132518385,-0.2220498148249211,-0.22203564366488862,-0.22202681279343522,-0.2220213138014166,-0.22201789049248954,-0.22201575956504455,-0.22201443315231945,-0.2220136075216002,-0.22201309360269542,-0.22201277371278427,-0.22201257459520318,-0.22201245065296943
-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999,-1.0579587317238999
-1.731750666348645,-1.731750666348645,-1.731750666348645,-1.731750666348645,-1.731750666348645,-1.731750666348645,-1.731750666348645,-1.731750666348645,-1.731750666348645,-1.731750666348645,-1.731750666348645,-1.731750666348645,-1.731750666348645,-0.22690959046101764,-0.22731488411421352,-0.22525111215547705,-0.22400467879723335,-0.22376847780426712,-0.2230980993237216,-0.22288611096025157,-0.22255439893281037,-0.222349024019386,-0.22222161032065013,-0.2221424639118052,-0.2220932616292462,-0.22206265962791283,-0.2220436205770147,-0.2220317732011542,-0.2220244001085912,-0.22201981120721215
